date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,new_exposed_over,new_exposed_under,new_exposed,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta_new,gamma_new,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,line_p_symp,
11/27/2021,Melaka,177,82,1995,12,,,240.6666667,180.5,210.5833333,954,33.58333333,868423,0.92602154,1847.412972,0.113988229,0.044611529,1.38182E-05,,,,,,,,,,,,27/11/2021,4,177,24,153,Melaka,0.86440678,
11/28/2021,Melaka,159,89,2065,5,,,247.6666667,196.8333333,222.25,1050,63.25,868264,0.925851994,1911.884368,0.11624657,0.047457627,5.75862E-06,,,,,,,,,,,,28/11/2021,4,159,30,129,Melaka,0.811320755,
11/29/2021,Melaka,175,98,2140,115,,,248.5,185.5,217,834,42,868089,0.925665387,1980.923928,0.109544843,0.039719626,0.000132475,,,,,,,,,,,,29/11/2021,4,175,25,150,Melaka,0.857142857,
11/30/2021,Melaka,139,85,2194,158,,,269.1666667,169.3333333,219.25,744,80.25,867950,0.925517168,2030.584666,0.107973828,0.256153145,0.000182038,,,,,,,,,,,,30/11/2021,4,139,41,98,Melaka,0.705035971,
12/1/2021,Melaka,124,562,1755,198,,,272.5,194,233.25,1494,109.25,867826,0.925384943,1624.050576,0.143622374,0.26039886,0.000228156,,,,,,,,,,,,01/12/2021,4,124,22,102,Melaka,0.822580645,
12/2/2021,Melaka,249,457,1547,120,,,268.6666667,191.8333333,230.25,1356,-18.75,867577,0.925119428,1431.159756,0.160883507,0.167420814,0.000138316,,,,,,,,,,,,02/12/2021,4,249,47,202,Melaka,0.81124498,
12/3/2021,Melaka,226,259,1513,122,,,250.5,188.5,219.5,1350,-6.5,867351,0.924878439,1399.341078,0.156859542,0.04957039,0.000140658,,,,,,,,,,,,03/12/2021,4,226,62,164,Melaka,0.725663717,
12/4/2021,Melaka,225,75,1660,26,,,237.3333333,183.3333333,210.3333333,1554,-14.66666667,867126,0.924638516,1534.899936,0.137033906,0.122289157,2.99841E-05,,,,,,,,,,,,04/12/2021,4,225,53,172,Melaka,0.764444444,
12/5/2021,Melaka,259,203,1716,1,,,233.6666667,185.6666667,209.6666667,1332,-49.33333333,866867,0.924362337,1586.205771,0.132181253,0.064685315,1.15358E-06,,,,,,,,,,,,05/12/2021,4,259,53,206,Melaka,0.795366795,
12/6/2021,Melaka,222,111,1827,161,,,228,150,189,1086,-33,866645,0.924125613,1688.377495,0.111941791,0.192118227,0.000185774,,,,,,,,,,,,06/12/2021,4,222,86,136,Melaka,0.612612613,
12/7/2021,Melaka,181,351,1655,171,,,189,124.8333333,156.9166667,774,-24.08333333,866464,0.923932608,1529.108467,0.10261971,0.053172205,0.000197354,,,,,,,,,,,,07/12/2021,4,181,41,140,Melaka,0.773480663,
12/8/2021,Melaka,129,88,1695,125,,,173.3333333,114.3333333,143.8333333,2238,14.83333333,866335,0.923795052,1565.832614,0.091857413,0.071976401,0.000144286,,,,,,,,,,,,08/12/2021,4,129,25,104,Melaka,0.80620155,
12/9/2021,Melaka,373,122,1946,138,,,185,114.6666667,149.8333333,1476,-223.1666667,865962,0.923397313,1796.931171,0.083382901,0.121788284,0.00015936,,,,,,,,,,,,09/12/2021,4,373,150,223,Melaka,0.597855228,
12/10/2021,Melaka,246,237,1954,190,,,189.8333333,136.1666667,163,1212,-83,865716,0.923134997,1803.805784,0.090364496,0.053224156,0.000219472,,,,,,,,,,,,10/12/2021,4,246,60,186,Melaka,0.756097561,
12/11/2021,Melaka,202,104,2052,9,,,180.6666667,139.5,160.0833333,900,-41.91666667,865514,0.922919599,1893.831017,0.084528837,0.057504873,1.03984E-05,,,,,,,,,,,,11/12/2021,4,202,25,177,Melaka,0.876237624,
12/12/2021,Melaka,150,118,2084,2,,,174,138.3333333,156.1666667,858,6.166666667,865364,0.92275965,1923.031111,0.081208601,0.035508637,2.31117E-06,,,,,,,,,,,,12/12/2021,4,150,13,137,Melaka,0.913333333,
12/13/2021,Melaka,143,74,2153,154,,,169.3333333,135,152.1666667,954,9.166666667,865221,0.922607166,1986.373228,0.076605275,0.179284719,0.000177989,,,,,,,,,,,,13/12/2021,4,143,25,118,Melaka,0.825174825,
12/14/2021,Melaka,159,386,1926,93,,,171.1666667,120.8333333,146,570,-13,865062,0.92243762,1776.614856,0.082178757,0.009345794,0.000107507,,,,,,,,,,,,14/12/2021,4,159,23,136,Melaka,0.855345912,
12/15/2021,Melaka,95,18,2002,123,,,165.5,100.5,133,834,38,864967,0.922336319,1846.517311,0.072027486,0.080919081,0.000142202,,,,,,,,,,,,15/12/2021,4,95,12,83,Melaka,0.873684211,
12/16/2021,Melaka,139,162,1979,107,,,138.1666667,90.33333333,114.25,912,-24.75,864828,0.9221881,1825.01025,0.062602388,0.207680647,0.000123724,,,,,,,,,,,,16/12/2021,4,139,24,115,Melaka,0.827338129,
12/17/2021,Melaka,152,411,1719,194,,,130,93.66666667,111.8333333,1632,-40.16666667,864676,0.922026018,1584.962726,0.070558967,0.026759744,0.000224361,,,,,,,,,,,,17/12/2021,4,152,21,131,Melaka,0.861842105,
12/18/2021,Melaka,272,46,1944,20,,,128,95.5,111.75,1074,-160.25,864404,0.921735978,1791.854741,0.062365546,0.020061728,2.31373E-05,,,,,,,,,,,,18/12/2021,4,272,83,189,Melaka,0.694852941,
12/19/2021,Melaka,179,39,2083,1,,,132.1666667,97,114.5833333,528,-64.41666667,864225,0.921545106,1919.578455,0.059691925,0.01200192,1.15711E-06,,,,,,,,,,,,19/12/2021,4,179,58,121,Melaka,0.675977654,
12/20/2021,Melaka,88,25,2146,338,,,137.8333333,96,116.9166667,714,28.91666667,864137,0.921451269,1977.434423,0.059125433,0.135135135,0.000391142,,,,,,,,,,,,20/12/2021,4,88,16,72,Melaka,0.818181818,
12/21/2021,Melaka,119,290,1975,308,,,152.6666667,93.16666667,122.9166667,402,3.916666667,864018,0.921324376,1819.615643,0.067550896,0.019746835,0.000356474,,,,,,,,,,,,21/12/2021,4,119,32,87,Melaka,0.731092437,
12/22/2021,Melaka,67,39,2003,341,,,158,115,136.5,900,69.5,863951,0.921252932,1845.269624,0.07397293,0.177234149,0.000394698,,,,,,,,,,,,22/12/2021,4,67,24,43,Melaka,0.641791045,
12/23/2021,Melaka,150,355,1798,205,,,148.5,118.3333333,133.4166667,708,-16.58333333,863801,0.921092984,1656.125184,0.08055953,0.040600667,0.000237323,,,,,,,,,,,,23/12/2021,4,150,17,133,Melaka,0.886666667,
12/24/2021,Melaka,118,73,1843,189,,,148.6666667,114.1666667,131.4166667,648,13.41666667,863683,0.920967157,1697.342471,0.077424956,0.115572436,0.00021883,,,,,,,,,,,,24/12/2021,4,118,13,105,Melaka,0.889830508,
12/25/2021,Melaka,108,213,1737,4,,,148,112,130,780,22,863575,0.920851994,1599.519914,0.081274387,0.091537133,4.63191E-06,,,,,,,,,,,,25/12/2021,4,108,24,84,Melaka,0.777777778,
12/26/2021,Melaka,130,159,1708,19,,,133.3333333,107.1666667,120.25,456,-9.75,863445,0.920713372,1572.578439,0.076466774,0.104800937,2.20049E-05,,,,,,,,,,,,26/12/2021,4,130,17,113,Melaka,0.869230769,
12/27/2021,Melaka,76,179,1603,141,,,132.8333333,76.66666667,104.75,864,28.75,863369,0.920632331,1475.773627,0.070979721,0.096069869,0.000163314,,,,,,,,,,,,27/12/2021,4,76,20,56,Melaka,0.736842105,
12/28/2021,Melaka,144,154,1592,121,,,113.8333333,68,90.91666667,606,-53.08333333,863225,0.92047878,1465.402218,0.062042124,0.352386935,0.000140172,,,,,,,,,,,,28/12/2021,4,144,43,101,Melaka,0.701388889,
12/29/2021,Melaka,101,561,1131,274,,,99.33333333,80.33333333,89.83333333,1434,-11.16666667,863124,0.920371081,1040.939693,0.086300228,0.110521662,0.000317451,,,,,,,,,,,,29/12/2021,4,101,16,85,Melaka,0.841584158,
12/30/2021,Melaka,239,125,1245,229,,,105.5,69,87.25,900,-151.75,862885,0.920116229,1145.544706,0.07616464,0.073895582,0.000265389,,,,,,,,,,,,30/12/2021,4,239,31,208,Melaka,0.870292887,
12/31/2021,Melaka,150,92,1303,164,,,142.1666667,71.66666667,106.9166667,306,-43.08333333,862735,0.919956281,1198.703034,0.089193623,0.017651573,0.000190093,,,,,,,,,,,,31/12/2021,4,150,27,123,Melaka,0.82,
1/1/2021,Negeri Sembilan,51,23,734,0,,,154.1666667,120.8333333,137.5,786,86.5,1128849,0.999954823,733.9668403,0.187338164,0.216621253,0,,,,,,,,,,,,01/01/2021,5,51,23,28,Negeri Sembilan,0.549019608,
1/2/2021,Negeri Sembilan,131,159,705,0,,,161.8333333,128.5,145.1666667,432,14.16666667,1128718,0.999838781,704.8863407,0.205943367,0.117730496,0,,,,,,,,,,,,02/01/2021,5,131,100,31,Negeri Sembilan,0.236641221,
1/3/2021,Negeri Sembilan,72,83,694,0,,,159.6666667,124.6666667,142.1666667,336,70.16666667,1128646,0.999775002,693.8438515,0.204897206,0.154178674,0,,,,,,,,,,,,03/01/2021,5,72,56,16,Negeri Sembilan,0.222222222,
1/4/2021,Negeri Sembilan,56,107,643,0,,,156.5,128.3333333,142.4166667,588,86.41666667,1128590,0.999725396,642.8234299,0.221548656,0.063763608,0,,,,,,,,,,,,04/01/2021,5,56,22,34,Negeri Sembilan,0.607142857,
1/5/2021,Negeri Sembilan,98,41,699,0,,,174.1666667,131.3333333,152.75,750,54.75,1128492,0.999638586,698.7473718,0.218605473,0.123032904,0,,,,,,,,,,,,05/01/2021,5,98,72,26,Negeri Sembilan,0.265306122,
1/6/2021,Negeri Sembilan,125,86,738,0,,,171.1666667,101,136.0833333,378,11.08333333,1128367,0.999527859,737.6515599,0.184481862,0.075880759,0,,,,,,,,,,,,06/01/2021,5,125,106,19,Negeri Sembilan,0.152,
1/7/2021,Negeri Sembilan,63,56,744,0,,,148.3333333,88.66666667,118.5,528,55.5,1128304,0.999472052,743.607207,0.159358326,0.024193548,0,,,,,,,,,,,,07/01/2021,5,63,15,48,Negeri Sembilan,0.761904762,
1/8/2021,Negeri Sembilan,88,18,814,0,,,163.6666667,107.3333333,135.5,2106,47.5,1128216,0.9993941,813.5067978,0.166562837,0.189189189,0,,,,,,,,,,,,08/01/2021,5,88,48,40,Negeri Sembilan,0.454545455,
1/9/2021,Negeri Sembilan,351,154,1011,0,,,167.6666667,132.5,150.0833333,864,-200.9166667,1127865,0.999083178,1010.073093,0.148586607,0.057368942,0,,,,,,,,,,,,09/01/2021,5,351,309,42,Negeri Sembilan,0.11965812,
1/10/2021,Negeri Sembilan,144,58,1097,0,,,176.6666667,135.8333333,156.25,612,12.25,1127721,0.998955621,1095.854316,0.142582821,0.088422972,0,,,,,,,,,,,,10/01/2021,5,144,136,8,Negeri Sembilan,0.055555556,
1/11/2021,Negeri Sembilan,102,97,1102,0,,,188.3333333,130.8333333,159.5833333,510,57.58333333,1127619,0.998865267,1100.749524,0.144976972,0.069872958,0,,,,,,,,,,,,11/01/2021,5,102,65,37,Negeri Sembilan,0.362745098,
1/12/2021,Negeri Sembilan,85,77,1110,0,,,177.1666667,148.5,162.8333333,636,77.83333333,1127534,0.998789973,1108.65687,0.146874419,0.073873874,0,,,,,,,,,,,,12/01/2021,5,85,46,39,Negeri Sembilan,0.458823529,
1/13/2021,Negeri Sembilan,106,82,1133,0,,,198.3333333,129.8333333,164.0833333,1014,58.08333333,1127428,0.998696076,1131.522654,0.14501109,0.048543689,0,,,,,,,,,,,,13/01/2021,5,106,52,54,Negeri Sembilan,0.509433962,
1/14/2021,Negeri Sembilan,169,55,1247,0,,,180.6666667,123.3333333,152,420,-17,1127259,0.998546373,1245.187327,0.122069986,0.076984763,0,,,,,,,,,,,,14/01/2021,5,169,111,58,Negeri Sembilan,0.343195266,
1/15/2021,Negeri Sembilan,70,96,1221,0,,,168,120.3333333,144.1666667,1284,74.16666667,1127189,0.998484365,1219.14941,0.118251845,0.262899263,0,,,,,,,,,,,,15/01/2021,5,70,39,31,Negeri Sembilan,0.442857143,
1/16/2021,Negeri Sembilan,214,321,1113,0,,,162.8333333,123.8333333,143.3333333,1416,-70.66666667,1126975,0.9982948,1111.102113,0.129001045,0.150943396,0,,,,,,,,,,,,16/01/2021,5,214,104,110,Negeri Sembilan,0.514018692,
1/17/2021,Negeri Sembilan,236,168,1181,0,,,161.1666667,110.3333333,135.75,756,-100.25,1126739,0.998085747,1178.739267,0.115165418,0.099068586,0,,,,,,,,,,,,17/01/2021,5,236,197,39,Negeri Sembilan,0.165254237,
1/18/2021,Negeri Sembilan,126,117,1190,0,,,150.5,114.8333333,132.6666667,834,6.666666667,1126613,0.997974134,1187.58922,0.111710905,0.112605042,0,,,,,,,,,,,,18/01/2021,5,126,87,39,Negeri Sembilan,0.30952381,
1/19/2021,Negeri Sembilan,139,134,1195,0,,,141.5,100.6666667,121.0833333,1056,-17.91666667,1126474,0.997851005,1192.431951,0.101543181,0.09623431,0,,,,,,,,,,,,19/01/2021,5,139,83,56,Negeri Sembilan,0.402877698,
1/20/2021,Negeri Sembilan,176,115,1255,0,,,120.1666667,90.66666667,105.4166667,612,-70.58333333,1126298,0.997695101,1252.107352,0.084191397,0.075697211,0,,,,,,,,,,,,20/01/2021,5,176,117,59,Negeri Sembilan,0.335227273,
1/21/2021,Negeri Sembilan,102,95,1262,0,,,128.5,75.5,102,1182,0,1126196,0.997604748,1258.977192,0.081018148,0.103803487,0,,,,,,,,,,,,21/01/2021,5,102,49,53,Negeri Sembilan,0.519607843,
1/22/2021,Negeri Sembilan,197,131,1327,0,,,108.8333333,86,97.41666667,648,-99.58333333,1125999,0.997430242,1323.589931,0.073600338,0.122833459,0,,,,,,,,,,,,22/01/2021,5,197,124,73,Negeri Sembilan,0.370558376,
1/23/2021,Negeri Sembilan,108,163,1271,0,,,108.1666667,71.5,89.83333333,960,-18.16666667,1125891,0.997334573,1267.612243,0.070868149,0.193548387,0,,,,,,,,,,,,23/01/2021,5,108,56,52,Negeri Sembilan,0.481481481,
1/24/2021,Negeri Sembilan,160,246,1183,0,,,99.83333333,68,83.91666667,570,-76.08333333,1125731,0.997192843,1179.679133,0.071135162,0.119188504,0,,,,,,,,,,,,24/01/2021,5,160,94,66,Negeri Sembilan,0.4125,
1/25/2021,Negeri Sembilan,95,141,1137,0,,,103.3333333,73.16666667,88.25,774,-6.75,1125636,0.99710869,1133.71258,0.077841599,0.118733509,0,,,,,,,,,,,,25/01/2021,5,95,60,35,Negeri Sembilan,0.368421053,
1/26/2021,Negeri Sembilan,129,135,1131,0,,,112,83.83333333,97.91666667,672,-31.08333333,1125507,0.996994419,1127.600688,0.086836296,0.09372237,0,,,,,,,,,,,,26/01/2021,5,129,44,85,Negeri Sembilan,0.658914729,
1/27/2021,Negeri Sembilan,112,106,1137,0,,,119.8333333,74.16666667,97,288,-15,1125395,0.996895208,1133.469851,0.085577927,0.109058927,0,,,,,,,,,,,,27/01/2021,5,112,66,46,Negeri Sembilan,0.410714286,
1/28/2021,Negeri Sembilan,48,124,1061,0,,,115.6666667,86.5,101.0833333,414,53.08333333,1125347,0.996852688,1057.660702,0.095572553,0.112158341,0,,,,,,,,,,,,28/01/2021,5,48,18,30,Negeri Sembilan,0.625,
1/29/2021,Negeri Sembilan,69,119,1010,0,,,124,93.5,108.75,948,39.75,1125278,0.996791567,1006.759483,0.108019842,0.114851485,0,,,,,,,,,,,,29/01/2021,5,69,34,35,Negeri Sembilan,0.507246377,
1/30/2021,Negeri Sembilan,158,116,1051,0,,,126.1666667,95.66666667,110.9166667,252,-47.08333333,1125120,0.996651608,1047.48084,0.105888969,0.161750714,0,,,,,,,,,,,,30/01/2021,5,158,91,67,Negeri Sembilan,0.424050633,
1/31/2021,Negeri Sembilan,42,170,922,0,,,129.5,90.83333333,110.1666667,546,68.16666667,1125078,0.996614403,918.8784799,0.119892531,0.068329718,0,,,,,,,,,,,,31/01/2021,5,42,8,34,Negeri Sembilan,0.80952381,
2/1/2021,Negeri Sembilan,91,63,950,0,,,133.5,90.66666667,112.0833333,474,21.08333333,1124987,0.996533794,946.7071043,0.11839283,0.062105263,0,,,,,,,,,,,,01/02/2021,5,91,30,61,Negeri Sembilan,0.67032967,
2/2/2021,Negeri Sembilan,79,59,969,0,,,131.6666667,97.5,114.5833333,798,35.58333333,1124908,0.996463814,965.5734361,0.118668689,0.279669763,0,,,,,,,,,,,,02/02/2021,5,79,38,41,Negeri Sembilan,0.518987342,
2/3/2021,Negeri Sembilan,133,271,831,0,,,132,90.16666667,111.0833333,600,-21.91666667,1124775,0.996346001,827.9635264,0.134164525,0.055354994,0,,,,,,,,,,,,03/02/2021,5,133,50,83,Negeri Sembilan,0.62406015,
2/4/2021,Negeri Sembilan,100,46,885,0,,,119.5,94.5,107,696,7,1124675,0.996257419,881.6878156,0.121358148,0.088135593,0,,,,,,,,,,,,04/02/2021,5,100,55,45,Negeri Sembilan,0.45,
2/5/2021,Negeri Sembilan,116,78,923,0,,,110.8333333,86.83333333,98.83333333,798,-17.16666667,1124559,0.996154664,919.4507547,0.107491709,0.097508126,0,,,,,,,,,,,,05/02/2021,5,116,78,38,Negeri Sembilan,0.327586207,
2/6/2021,Negeri Sembilan,133,90,966,0,,,117.6666667,77,97.33333333,552,-35.66666667,1124426,0.99603685,962.1715971,0.101160057,0.067287785,0,,,,,,,,,,,,06/02/2021,5,133,58,75,Negeri Sembilan,0.563909774,
2/7/2021,Negeri Sembilan,92,65,993,0,,,111.8333333,75,93.41666667,624,1.416666667,1124334,0.995955355,988.9836673,0.094457239,0.100704935,0,,,,,,,,,,,,07/02/2021,5,92,82,10,Negeri Sembilan,0.108695652,
2/8/2021,Negeri Sembilan,104,100,997,0,,,124.5,70.83333333,97.66666667,594,-6.333333333,1124230,0.99586323,992.87564,0.098367472,0.040120361,0,,,,,,,,,,,,08/02/2021,5,104,52,52,Negeri Sembilan,0.5,
2/9/2021,Negeri Sembilan,99,40,1055,0,,,123.1666667,90,106.5833333,942,7.583333333,1124131,0.995775534,1050.543188,0.101455451,0.044549763,0,,,,,,,,,,,,09/02/2021,5,99,74,25,Negeri Sembilan,0.252525253,
2/10/2021,Negeri Sembilan,157,47,1164,0,,,135.3333333,93.83333333,114.5833333,534,-42.41666667,1123974,0.99563646,1158.92084,0.098870716,0.095360825,0,,,,,,,,,,,,10/02/2021,5,157,77,80,Negeri Sembilan,0.50955414,
2/11/2021,Negeri Sembilan,89,111,1142,0,,,140.5,119,129.75,708,40.75,1123885,0.995557622,1136.926805,0.114123442,0.054290718,0,,,,,,,,,,,,11/02/2021,5,89,35,54,Negeri Sembilan,0.606741573,
2/12/2021,Negeri Sembilan,118,62,1198,0,,,154.1666667,109.6666667,131.9166667,348,13.91666667,1123767,0.995453096,1192.552809,0.110617044,0.050083472,0,,,,,,,,,,,,12/02/2021,5,118,72,46,Negeri Sembilan,0.389830508,
2/13/2021,Negeri Sembilan,58,60,1196,0,,,140.6666667,119.3333333,130,240,72,1123709,0.995401718,1190.500455,0.109197774,0.08277592,0,,,,,,,,,,,,13/02/2021,5,58,41,17,Negeri Sembilan,0.293103448,
2/14/2021,Negeri Sembilan,40,99,1137,0,,,146.6666667,91.16666667,118.9166667,870,78.91666667,1123669,0.995366286,1131.731467,0.105074985,0.051011434,0,,,,,,,,,,,,14/02/2021,5,40,12,28,Negeri Sembilan,0.7,
2/15/2021,Negeri Sembilan,145,58,1223,0,,,339.8333333,94.33333333,217.0833333,384,72.08333333,1123524,0.995237842,1217.175881,0.178350012,0.056418643,0,,,,,,,,,,,,15/02/2021,5,145,98,47,Negeri Sembilan,0.324137931,
2/16/2021,Negeri Sembilan,64,69,1218,0,,,336.6666667,294.5,315.5833333,1398,251.5833333,1123460,0.99518115,1212.13064,0.260354225,0.220853859,0,,,,,,,,,,,,16/02/2021,5,64,25,39,Negeri Sembilan,0.609375,
2/17/2021,Negeri Sembilan,233,269,1182,0,,,316.1666667,290,303.0833333,486,70.08333333,1123227,0.994974754,1176.060159,0.257710739,0.045685279,0,,,,,,,,,,,,17/02/2021,5,233,196,37,Negeri Sembilan,0.158798283,
2/18/2021,Negeri Sembilan,81,54,1209,0,,,313.6666667,281,297.3333333,1146,216.3333333,1123146,0.994903003,1202.837731,0.247193221,0.181141439,0,,,,,,,,,,,,18/02/2021,5,81,41,40,Negeri Sembilan,0.49382716,
2/19/2021,Negeri Sembilan,191,219,1181,0,,,304.1666667,282.6666667,293.4166667,534,102.4166667,1122955,0.994733812,1174.780632,0.249762942,0.026248942,0,,,,,,,,,,,,19/02/2021,5,191,143,48,Negeri Sembilan,0.251308901,
2/20/2021,Negeri Sembilan,89,31,1239,0,,,321.3333333,276.8333333,299.0833333,732,210.0833333,1122866,0.994654974,1232.377513,0.242688081,0.162227603,0,,,,,,,,,,,,20/02/2021,5,89,55,34,Negeri Sembilan,0.382022472,
2/21/2021,Negeri Sembilan,122,201,1160,0,,,323.8333333,72.66666667,198.25,384,76.25,1122744,0.994546904,1153.674409,0.171842245,0.065517241,0,,,,,,,,,,,,21/02/2021,5,122,73,49,Negeri Sembilan,0.401639344,
2/22/2021,Negeri Sembilan,64,76,1148,0,,,95.83333333,81.5,88.66666667,600,24.66666667,1122680,0.994490212,1141.674763,0.077663683,0.272648084,0,,,,,,,,,,,,22/02/2021,5,64,28,36,Negeri Sembilan,0.5625,
2/23/2021,Negeri Sembilan,100,313,935,0,,,100.6666667,74.16666667,87.41666667,8352,-12.58333333,1122580,0.99440163,929.765524,0.094020121,0.127272727,0,,,,,,,,,,,,23/02/2021,5,100,71,29,Negeri Sembilan,0.29,
2/24/2021,Negeri Sembilan,1392,119,2208,0,,,102.1666667,77,89.58333333,372,-1302.416667,1121188,0.993168571,2192.916205,0.040851234,0.043478261,0,,,,,,,,,,,,24/02/2021,5,1392,1354,38,Negeri Sembilan,0.027298851,
2/25/2021,Negeri Sembilan,62,96,2174,0,,,104.6666667,79,91.83333333,408,29.83333333,1121126,0.99311365,2159.029076,0.042534551,0.066697332,0,,,,,,,,,,,,25/02/2021,5,62,13,49,Negeri Sembilan,0.790322581,
2/26/2021,Negeri Sembilan,68,145,2097,0,,,101.8333333,66,83.91666667,444,15.91666667,1121058,0.993053415,2082.433011,0.040297415,0.051979018,0,,,,,,,,,,,,26/02/2021,5,68,49,19,Negeri Sembilan,0.279411765,
2/27/2021,Negeri Sembilan,74,109,2062,1,,,88.83333333,54.83333333,71.83333333,390,-2.166666667,1120984,0.992987864,2047.540976,0.035082733,0.015518914,8.92073E-07,,,,,,,,,,,,27/02/2021,5,74,65,9,Negeri Sembilan,0.121621622,
2/28/2021,Negeri Sembilan,65,32,2095,0,,,77.16666667,65.66666667,71.41666667,1002,6.416666667,1120919,0.992930286,2080.188949,0.034331817,0.088305489,0,,,,,,,,,,,,28/02/2021,5,65,46,19,Negeri Sembilan,0.292307692,
3/1/2021,Negeri Sembilan,167,185,2077,0,,,74.83333333,58,66.41666667,690,-100.5833333,1120752,0.992782355,2062.00895,0.032209689,0.097737121,0,,,,,,,,,,,,01/03/2021,5,167,149,18,Negeri Sembilan,0.107784431,
3/2/2021,Negeri Sembilan,115,203,1989,0,,,72.83333333,46.83333333,59.83333333,144,-55.16666667,1120637,0.992680485,1974.441486,0.030303928,0.022624434,0,,,,,,,,,,,,02/03/2021,5,115,76,39,Negeri Sembilan,0.339130435,
3/3/2021,Negeri Sembilan,24,45,1968,0,,,65.33333333,45.16666667,55.25,546,31.25,1120613,0.992659226,1953.553356,0.028281797,0.381097561,0,,,,,,,,,,,,03/03/2021,5,24,16,8,Negeri Sembilan,0.333333333,
3/4/2021,Negeri Sembilan,91,750,1309,0,,,51.5,42.5,47,462,-44,1120522,0.992578616,1299.285409,0.03617373,0.08250573,0,,,,,,,,,,,,04/03/2021,5,91,75,16,Negeri Sembilan,0.175824176,
3/5/2021,Negeri Sembilan,77,108,1278,0,,,47,28.66666667,37.83333333,534,-39.16666667,1120445,0.992510408,1268.428302,0.029826939,0.100938967,0,,,,,,,,,,,,05/03/2021,5,77,27,50,Negeri Sembilan,0.649350649,
3/6/2021,Negeri Sembilan,89,129,1238,0,,,45.5,24.66666667,35.08333333,288,-53.91666667,1120356,0.992431571,1228.630284,0.028554834,0.037156704,0,,,,,,,,,,,,06/03/2021,5,89,69,20,Negeri Sembilan,0.224719101,
3/7/2021,Negeri Sembilan,48,46,1240,0,,,40.83333333,36.33333333,38.58333333,534,-9.416666667,1120308,0.992389051,1230.562424,0.031354227,0.050806452,0,,,,,,,,,,,,07/03/2021,5,48,34,14,Negeri Sembilan,0.291666667,
3/8/2021,Negeri Sembilan,89,63,1266,0,,,46.83333333,26,36.41666667,270,-52.58333333,1120219,0.992310213,1256.26473,0.028988051,0.066350711,0,,,,,,,,,,,,08/03/2021,5,89,75,14,Negeri Sembilan,0.157303371,
3/9/2021,Negeri Sembilan,45,84,1227,0,,,37.5,28.33333333,32.91666667,60,-12.08333333,1120174,0.992270352,1217.515721,0.027035927,0.45395273,0,,,,,,,,,,,,09/03/2021,5,45,32,13,Negeri Sembilan,0.288888889,
3/10/2021,Negeri Sembilan,10,557,680,0,,,39,31.16666667,35.08333333,474,25.08333333,1120164,0.992261493,674.7378156,0.051995505,0.170588235,0,,,,,,,,,,,,10/03/2021,5,10,5,5,Negeri Sembilan,0.5,
3/11/2021,Negeri Sembilan,79,116,643,0,,,42.16666667,34.5,38.33333333,192,-40.66666667,1120085,0.992191514,637.9791434,0.060085559,0.116640747,0,,,,,,,,,,,,11/03/2021,5,79,77,2,Negeri Sembilan,0.025316456,
3/12/2021,Negeri Sembilan,32,75,600,0,,,42.33333333,25.33333333,33.83333333,36,1.833333333,1120053,0.992163168,595.2979006,0.05683429,0.04,0,,,,,,,,,,,,12/03/2021,5,32,14,18,Negeri Sembilan,0.5625,
3/13/2021,Negeri Sembilan,6,24,582,0,,,35.83333333,26.16666667,31,126,25,1120047,0.992157853,577.4358703,0.053685615,0.268041237,0,,,,,,,,,,,,13/03/2021,5,6,4,2,Negeri Sembilan,0.333333333,
3/14/2021,Negeri Sembilan,21,156,447,0,,,34.66666667,25.33333333,30,480,9,1120026,0.992139251,443.486245,0.067645841,0.261744966,0,,,,,,,,,,,,14/03/2021,5,21,18,3,Negeri Sembilan,0.142857143,
3/15/2021,Negeri Sembilan,80,117,410,0,,,36.83333333,23.16666667,30,102,-50,1119946,0.992068385,406.7480379,0.073755734,0.087804878,0,,,,,,,,,,,,15/03/2021,5,80,62,18,Negeri Sembilan,0.225,
3/16/2021,Negeri Sembilan,17,36,391,2,,,41.16666667,26.16666667,33.66666667,276,16.66666667,1119929,0.992053326,387.8928506,0.086793728,0.051150895,1.78583E-06,,,,,,,,,,,,16/03/2021,5,17,7,10,Negeri Sembilan,0.588235294,
3/17/2021,Negeri Sembilan,46,20,417,0,,,36.33333333,30.16666667,33.25,138,-12.75,1119883,0.992012579,413.6692453,0.080378226,0.100719424,0,,,,,,,,,,,,17/03/2021,5,46,31,15,Negeri Sembilan,0.326086957,
3/18/2021,Negeri Sembilan,23,42,398,0,,,39.33333333,28.5,33.91666667,246,10.91666667,1119860,0.991992205,394.8128975,0.08590567,0.16080402,0,,,,,,,,,,,,18/03/2021,5,23,12,11,Negeri Sembilan,0.47826087,
3/19/2021,Negeri Sembilan,41,64,375,0,,,37.16666667,28.83333333,33,150,-8,1119819,0.991955886,371.9834573,0.088713622,0.152,0,,,,,,,,,,,,19/03/2021,5,41,30,11,Negeri Sembilan,0.268292683,
