date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,
01/07/2021,Melaka,311,317,2801,2286,,,254.6,1010,-56.4,920299,0.981338238,2748.728406,9.8768E-08,0.076401285,0.002483975,,,,,,,,,,
02/07/2021,Melaka,202,214,2785,2096,,,285.8,1725,83.8,920097,0.981122841,2732.427111,1.11533E-07,0.035547576,0.002278021,,,,,,,,,,
03/07/2021,Melaka,345,99,3028,2036,,,253.4,1450,-91.6,919752,0.980754958,2969.726014,9.09871E-08,0.0498679,0.00221364,,,,,,,,,,
04/07/2021,Melaka,290,151,3164,0,,,239.8,1030,-50.2,919462,0.980445724,3102.130271,8.24288E-08,0.042667509,0,,,,,,,,,,
05/07/2021,Melaka,206,135,3233,1579,,,365.6,1150,159.6,919256,0.980226061,3169.070855,1.23017E-07,0.021033096,0.001717693,,,,,,,,,,
06/07/2021,Melaka,230,68,3388,2038,,,375.2,1790,145.2,919026,0.979980806,3320.174971,1.20501E-07,0.030991736,0.002217565,,,,,,,,,,
07/07/2021,Melaka,358,105,3635,4680,,,385.8,915,27.8,918668,0.979599062,3560.842589,1.15531E-07,0.053370014,0.005094332,,,,,,,,,,
08/07/2021,Melaka,183,194,3613,2776,,,413.8,1110,230.8,918485,0.979403924,3538.586378,1.24695E-07,0.096872405,0.003022368,,,,,,,,,,
09/07/2021,Melaka,222,350,3476,2578,,,474.6,4175,252.6,918263,0.9791672,3403.585187,1.4869E-07,0.227560414,0.002807475,,,,,,,,,,
10/07/2021,Melaka,835,791,3515,4976,,,404.4,1390,-430.6,917428,0.978276818,3438.643016,1.25405E-07,0.06970128,0.005423859,,,,,,,,,,
11/07/2021,Melaka,278,245,3536,1,,,463.8,2055,185.8,917150,0.97798038,3458.138622,1.43014E-07,0.038461538,1.09033E-06,,,,,,,,,,
12/07/2021,Melaka,411,136,3804,4392,,,495.4,1615,84.4,916739,0.97754212,3718.570224,1.42059E-07,0.026025237,0.004790895,,,,,,,,,,
13/07/2021,Melaka,323,99,4022,3968,,,488.6,2630,165.6,916416,0.977197697,3930.289136,1.32562E-07,0.197414222,0.004329911,,,,,,,,,,
14/07/2021,Melaka,526,794,3749,3824,,,478.2,2420,-47.8,915890,0.97663681,3661.411399,1.39268E-07,0.048813017,0.004175174,,,,,,,,,,
15/07/2021,Melaka,484,183,4032,5179,,,443.2,2875,-40.8,915406,0.976120708,3935.718695,1.20079E-07,0.085565476,0.005657599,,,,,,,,,,
16/07/2021,Melaka,575,345,4253,5442,,,418.8,2845,-156.2,914831,0.975507571,4148.833699,1.07639E-07,0.050552551,0.00594864,,,,,,,,,,
17/07/2021,Melaka,569,215,4601,5950,,,375.6,1445,-193.4,914262,0.974900832,4485.518727,8.929E-08,0.026733319,0.006507981,,,,,,,,,,
18/07/2021,Melaka,289,123,4760,612,,,408.2,2370,119.2,913973,0.974592664,4639.061079,9.3828E-08,0.033823529,0.000669604,,,,,,,,,,
19/07/2021,Melaka,474,161,5062,2995,,,439.6,1545,-34.4,913499,0.974087225,4930.829535,9.50665E-08,0.022718293,0.003278602,,,,,,,,,,
20/07/2021,Melaka,309,115,5243,104,,,451.8,2265,142.8,913190,0.973757731,5105.411783,9.43638E-08,0.17623498,0.000113886,,,,,,,,,,
21/07/2021,Melaka,453,924,4754,5136,,,435.8,1765,-17.2,912737,0.973274685,4626.947855,1.00434E-07,0.043962979,0.005627032,,,,,,,,,,
22/07/2021,Melaka,353,209,4886,5898,,,500,2260,147,912384,0.972898273,4753.58096,1.1216E-07,0.060581253,0.006464383,,,,,,,,,,
23/07/2021,Melaka,452,296,5033,6409,,,515.8,3155,63.8,911932,0.972416293,4894.171205,1.12381E-07,0.137095172,0.007027936,,,,,,,,,,
24/07/2021,Melaka,631,690,4961,5415,,,472.8,1850,-158.2,911301,0.971743442,4820.819216,1.04579E-07,0.055029228,0.005942054,,,,,,,,,,
25/07/2021,Melaka,370,273,5041,0,,,515,1865,145,910931,0.971348902,4896.569813,1.12151E-07,0.048601468,0,,,,,,,,,,
26/07/2021,Melaka,373,245,5159,6179,,,579.8,3370,206.8,910558,0.970951162,5009.137046,1.23426E-07,0.034502811,0.006785949,,,,,,,,,,
27/07/2021,Melaka,674,178,5647,7512,,,582.2,2655,-91.8,909884,0.970232459,5478.902696,1.1331E-07,0.133168054,0.008255997,,,,,,,,,,
28/07/2021,Melaka,531,752,5409,4779,,,568.6,2080,37.6,909353,0.96966624,5244.924693,1.156E-07,0.068589388,0.005255385,,,,,,,,,,
29/07/2021,Melaka,416,371,5439,6293,,,587,2905,171,908937,0.969222649,5271.601987,1.18737E-07,0.095054238,0.006923472,,,,,,,,,,
30/07/2021,Melaka,581,517,5486,6171,,,572.4,3485,-8.6,908356,0.968603114,5313.756682,1.14865E-07,0.082026978,0.006793592,,,,,,,,,,
31/07/2021,Melaka,697,450,5723,3810,,,557.4,3430,-139.6,907659,0.967859885,5539.062121,1.07305E-07,0.034946706,0.004197612,,,,,,,,,,
01/08/2021,Melaka,686,200,6195,0,,,518.4,2315,-167.6,906973,0.967128386,5991.360349,9.22634E-08,0.053430186,0,,,,,,,,,,
02/08/2021,Melaka,463,331,6318,6009,,,508.6,2540,45.6,906510,0.966634677,6107.197889,8.88023E-08,0.047166825,0.006628719,,,,,,,,,,
03/08/2021,Melaka,508,298,6519,6372,,,512.2,2540,4.2,906002,0.966092984,6297.96016,8.6722E-08,0.06504065,0.007033097,,,,,,,,,,
04/08/2021,Melaka,508,424,6597,6758,,,482.6,3110,-25.4,905494,0.96555129,6369.741862,8.07896E-08,0.049567985,0.007463329,,,,,,,,,,
05/08/2021,Melaka,622,327,6875,8801,,,473.8,2455,-148.2,904872,0.964888036,6633.605246,7.61615E-08,0.049163636,0.009726238,,,,,,,,,,
06/08/2021,Melaka,491,338,7017,7231,,,502.8,2070,11.8,904381,0.96436447,6766.945486,7.92305E-08,0.083796494,0.007995524,,,,,,,,,,
07/08/2021,Melaka,414,588,6831,7112,,,518.8,2630,104.8,903967,0.963923011,6584.55809,8.40162E-08,0.068950373,0.007867544,,,,,,,,,,
08/08/2021,Melaka,526,471,6879,2186,,,558.2,1800,32.2,903441,0.963362124,6626.968052,8.98183E-08,0.071958133,0.002419638,,,,,,,,,,
09/08/2021,Melaka,360,495,6733,9260,,,590.4,2890,230.4,903081,0.962978247,6483.732537,9.70982E-08,0.086588445,0.010253787,,,,,,,,,,
10/08/2021,Melaka,578,583,6712,2869,,,601,3180,23,902503,0.962361911,6459.373146,9.92142E-08,0.081942789,0.003178937,,,,,,,,,,
11/08/2021,Melaka,636,550,6787,6865,,,697.8,2470,61.8,901867,0.961683728,6526.947461,1.14002E-07,0.08781494,0.007611987,,,,,,,,,,
12/08/2021,Melaka,494,596,6672,6917,,,723.6,3615,229.6,901373,0.961156963,6412.839258,1.2032E-07,0.084082734,0.007673849,,,,,,,,,,
13/08/2021,Melaka,723,561,6825,6808,,,694.8,2605,-28.2,900650,0.96038601,6554.634517,1.13032E-07,0.10974359,0.007558985,,,,,,,,,,
14/08/2021,Melaka,521,749,6585,4887,,,738,3155,217,900129,0.959830454,6320.483541,1.24508E-07,0.082308276,0.005429222,,,,,,,,,,
15/08/2021,Melaka,631,542,6661,1881,,,733.8,5600,102.8,899498,0.959157603,6388.948793,1.22472E-07,0.07221138,0.002091166,,,,,,,,,,
16/08/2021,Melaka,1120,481,7288,7826,,,686.2,3115,-433.8,898378,0.957963318,6981.636665,1.04805E-07,0.067645445,0.008711255,,,,,,,,,,
17/08/2021,Melaka,623,493,7407,6134,,,673.2,2895,50.2,897755,0.957298998,7090.713676,1.01238E-07,0.072228973,0.006832599,,,,,,,,,,
18/08/2021,Melaka,579,535,7442,5711,,,630,3685,51,897176,0.956681595,7119.624432,9.43568E-08,0.072426767,0.006365529,,,,,,,,,,
19/08/2021,Melaka,737,539,7631,6115,,,561.8,3050,-175.2,896439,0.955895713,7294.440189,8.21258E-08,0.051893592,0.006821435,,,,,,,,,,
20/08/2021,Melaka,610,396,7841,7553,,,508.2,4410,-101.8,895829,0.955245255,7490.078043,7.23499E-08,0.079454151,0.008431297,,,,,,,,,,
21/08/2021,Melaka,882,623,8093,4807,,,434.8,2790,-447.2,894947,0.954304756,7723.188389,6.0032E-08,0.048313357,0.005371268,,,,,,,,,,
22/08/2021,Melaka,558,391,8250,2560,,,441,1815,-117,894389,0.953709746,7868.105406,5.97666E-08,0.03030303,0.002862289,,,,,,,,,,
23/08/2021,Melaka,363,250,8355,9834,,,422.2,1980,59.2,894026,0.95332267,7965.010909,5.65225E-08,0.079593058,0.01099968,,,,,,,,,,
24/08/2021,Melaka,396,665,8076,11605,,,470.2,1710,74.2,893630,0.952900405,7695.623672,6.51521E-08,0.066121842,0.012986359,,,,,,,,,,
25/08/2021,Melaka,342,534,7880,15006,,,480.8,2575,138.8,893288,0.952535722,7505.981489,6.83041E-08,0.053680203,0.016798614,,,,,,,,,,
26/08/2021,Melaka,515,423,7962,14480,,,461.2,2945,-53.8,892773,0.951986564,7579.717025,6.48823E-08,0.089173574,0.016219128,,,,,,,,,,
27/08/2021,Melaka,589,710,7831,13810,,,405.2,1345,-183.8,892184,0.951358499,7450.088403,5.7996E-08,0.055165368,0.01547887,,,,,,,,,,
28/08/2021,Melaka,269,432,7664,13614,,,432.8,3180,163.8,891915,0.951071657,7289.01318,6.33152E-08,0.077505219,0.015263786,,,,,,,,,,
29/08/2021,Melaka,636,594,7703,2970,,,385.4,1975,-250.6,891279,0.950393474,7320.880931,5.61356E-08,0.140854213,0.00333229,,,,,,,,,,
30/08/2021,Melaka,395,1085,7003,6025,,,374,2085,-21,890884,0.949972276,6652.655846,5.99468E-08,0.087248322,0.006762946,,,,,,,,,,
31/08/2021,Melaka,417,611,6804,3520,,,382.4,1545,-34.6,890467,0.949527618,6460.585912,6.31155E-08,0.076572604,0.003952982,,,,,,,,,,
01/09/2021,Melaka,309,521,6588,5545,,,379.6,2035,70.6,890158,0.949198123,6253.317236,6.473E-08,0.106102004,0.006229231,,,,,,,,,,
02/09/2021,Melaka,407,699,6293,6596,,,387.8,1995,-19.2,889751,0.948764129,5970.572663,6.92599E-08,0.089623391,0.00741331,,,,,,,,,,
03/09/2021,Melaka,399,564,6127,6040,,,383,1690,-16,889352,0.948338665,5810.471,7.02874E-08,0.143136935,0.006791462,,,,,,,,,,
04/09/2021,Melaka,338,877,5580,6128,,,383.4,2295,45.4,889014,0.947978247,5289.718618,7.72875E-08,0.087455197,0.00689303,,,,,,,,,,
05/09/2021,Melaka,459,488,5545,2284,,,388.6,1475,-70.4,888555,0.947488804,5253.825416,7.88709E-08,0.0625789,0.002570466,,,,,,,,,,
06/09/2021,Melaka,295,347,5488,11148,,,427.6,2240,132.6,888260,0.947174238,5198.092216,8.77169E-08,0.060677843,0.012550379,,,,,,,,,,
07/09/2021,Melaka,448,333,5599,13749,,,406,1875,-42,887812,0.946696524,5300.553837,8.1676E-08,0.018753349,0.015486387,,,,,,,,,,
08/09/2021,Melaka,375,105,5866,14597,,,372.2,1700,-2.8,887437,0.946296652,5550.976159,7.14985E-08,0.089669281,0.016448492,,,,,,,,,,
09/09/2021,Melaka,340,526,5672,12561,,,370,2425,30,887097,0.945934101,5365.338221,7.3535E-08,0.108427362,0.014159669,,,,,,,,,,
10/09/2021,Melaka,485,615,5538,12315,,,311,2450,-174,886612,0.945416933,5235.718976,6.33394E-08,0.058324305,0.013889954,,,,,,,,,,
11/09/2021,Melaka,490,323,5698,10773,,,266.8,1700,-223.2,886122,0.944894434,5384.008484,5.28409E-08,0.103896104,0.012157468,,,,,,,,,,
12/09/2021,Melaka,340,592,5443,2141,,,256.2,1030,-83.8,885782,0.944531883,5141.08704,5.31391E-08,0.07146794,0.002417073,,,,,,,,,,
13/09/2021,Melaka,206,389,5255,3679,,,267.6,1645,61.6,885576,0.94431222,4962.360717,5.75026E-08,0.069077069,0.004154358,,,,,,,,,,
14/09/2021,Melaka,329,363,5219,4347,,,243.2,950,-85.8,885247,0.943961399,4926.534541,5.26395E-08,0.079708756,0.004910494,,,,,,,,,,
15/09/2021,Melaka,190,416,4992,3191,,,237.6,1345,47.6,885057,0.943758797,4711.243916,5.37775E-08,0.065705128,0.003605418,,,,,,,,,,
16/09/2021,Melaka,269,328,4927,3675,,,236.6,1435,-32.4,884788,0.943471956,4648.486325,5.42741E-08,0.100466816,0.004153537,,,,,,,,,,
17/09/2021,Melaka,287,495,4715,4141,,,241.8,1315,-45.2,884501,0.94316592,4447.027314,5.79797E-08,0.069777306,0.004681736,,,,,,,,,,
18/09/2021,Melaka,263,329,4644,6017,,,247.6,1035,-15.4,884238,0.942885477,4378.760154,6.02961E-08,0.08419466,0.006804729,,,,,,,,,,
19/09/2021,Melaka,207,391,4457,2795,,,286.4,810,79.4,884031,0.942664747,4201.456779,7.2688E-08,0.064617456,0.003161654,,,,,,,,,,
20/09/2021,Melaka,162,288,4330,6217,,,321.8,1320,159.8,883869,0.942492003,4080.990371,8.40834E-08,0.09330254,0.007033848,,,,,,,,,,
21/09/2021,Melaka,264,404,4186,7496,,,341.4,1565,77.4,883605,0.942210493,3944.093122,9.23009E-08,0.08671763,0.008483429,,,,,,,,,,
22/09/2021,Melaka,313,363,4131,11569,,,348,1460,35,883292,0.941876733,3890.892783,9.53718E-08,0.091987412,0.013097594,,,,,,,,,,
23/09/2021,Melaka,292,380,4042,11683,,,350.2,2005,58.2,883000,0.941565366,3805.807208,9.81204E-08,0.099208313,0.013231031,,,,,,,,,,
24/09/2021,Melaka,401,401,4038,10886,,,345,1695,-56,882599,0.941137769,3800.314312,9.68031E-08,0.103268945,0.012334027,,,,,,,,,,
25/09/2021,Melaka,339,417,3955,10856,,,316,1810,-23,882260,0.940776285,3720.770207,9.05616E-08,0.064728192,0.012304763,,,,,,,,,,
26/09/2021,Melaka,362,256,4058,5624,,,319.2,1730,-42.8,881898,0.940390275,3816.103736,8.91934E-08,0.063824544,0.006377155,,,,,,,,,,
27/09/2021,Melaka,346,259,4142,4566,,,293.2,1515,-52.8,881552,0.940021327,3893.568334,8.02982E-08,0.085224529,0.005179502,,,,,,,,,,
28/09/2021,Melaka,303,353,4091,1998,,,273.8,1875,-29.2,881249,0.93969823,3844.305459,7.59461E-08,0.057687607,0.002267237,,,,,,,,,,
29/09/2021,Melaka,375,236,4228,2024,,,242.6,970,-132.4,880874,0.939298358,3971.353457,6.51391E-08,0.058656575,0.002297718,,,,,,,,,,
30/09/2021,Melaka,194,248,4174,2951,,,253,1890,59,880680,0.939091491,3919.767882,6.88256E-08,0.075227599,0.00335082,,,,,,,,,,
01/10/2021,Melaka,378,314,4237,952,,,217.4,1080,-160.6,880302,0.93868842,3977.222834,5.82867E-08,0.050979467,0.001081447,,,,,,,,,,
02/10/2021,Melaka,216,216,4233,712,,,226.2,1030,10.2,880086,0.938458093,3972.493109,6.07182E-08,0.043231751,0.000809012,,,,,,,,,,
03/10/2021,Melaka,206,183,4256,14,,,233.8,1095,27.8,879880,0.93823843,3993.14276,6.24338E-08,0.047462406,1.59113E-05,,,,,,,,,,
04/10/2021,Melaka,219,202,4269,2205,,,247.8,1230,28.8,879661,0.938004905,4004.34294,6.59872E-08,0.051065823,0.002506647,,,,,,,,,,
05/10/2021,Melaka,246,218,4296,1598,,,239.2,1000,-6.8,879415,0.937742589,4028.542163,6.33145E-08,0.072858473,0.001817117,,,,,,,,,,
06/10/2021,Melaka,200,313,4181,1492,,,236.8,1300,36.8,879215,0.937529324,3919.810103,6.44179E-08,0.071035637,0.001696968,,,,,,,,,,
07/10/2021,Melaka,260,297,4144,2028,,,223.8,1220,-36.2,878955,0.937252079,3883.972617,6.14432E-08,0.097490347,0.002307285,,,,,,,,,,
08/10/2021,Melaka,244,404,3980,1765,,,212.6,1445,-31.4,878711,0.936991896,3729.227746,6.07903E-08,0.076884422,0.002008624,,,,,,,,,,
09/10/2021,Melaka,289,306,3961,1391,,,205.8,1015,-83.2,878422,0.936683728,3710.204246,5.91476E-08,0.079020449,0.001583521,,,,,,,,,,
10/10/2021,Melaka,203,313,3851,10,,,223,940,20,878219,0.936467264,3606.335433,6.59369E-08,0.089327447,1.13867E-05,,,,,,,,,,
11/10/2021,Melaka,188,344,3692,1316,,,237.6,975,49.6,878031,0.936266795,3456.697006,7.32951E-08,0.080444204,0.001498808,,,,,,,,,,
12/10/2021,Melaka,195,297,3589,1346,,,239.8,940,44.8,877836,0.936058861,3359.515253,7.61136E-08,0.105600446,0.001533316,,,,,,,,,,
13/10/2021,Melaka,188,379,3396,5103,,,244.4,1275,56.4,877648,0.935858392,3178.175099,8.19999E-08,0.059776207,0.005814404,,,,,,,,,,
14/10/2021,Melaka,255,203,3446,4511,,,227,1445,-28,877393,0.935586479,3224.031007,7.50786E-08,0.091700522,0.005141368,,,,,,,,,,
15/10/2021,Melaka,289,316,3417,5067,,,191.6,1305,-97.4,877104,0.935278311,3195.845988,6.39292E-08,0.05618964,0.005776966,,,,,,,,,,
16/10/2021,Melaka,261,192,3483,4069,,,186.4,1030,-74.6,876843,0.935,3256.605,6.10338E-08,0.057708872,0.004640511,,,,,,,,,,
17/10/2021,Melaka,206,201,3484,2251,,,181.8,1055,-24.2,876637,0.934780337,3256.774694,5.95245E-08,0.067164179,0.002567768,,,,,,,,,,
18/10/2021,Melaka,211,234,3460,6737,,,184.2,840,-26.8,876426,0.934555342,3233.561484,6.07433E-08,0.073410405,0.007686901,,,,,,,,,,
19/10/2021,Melaka,168,254,3374,5952,,,203,560,35,876258,0.9343762,3152.585298,6.86624E-08,0.08358032,0.00679252,,,,,,,,,,
20/10/2021,Melaka,112,282,3204,9124,,,216,1175,104,876146,0.934256771,2993.358695,7.69458E-08,0.073345818,0.010413789,,,,,,,,,,
21/10/2021,Melaka,235,235,3204,7323,,,219.6,915,-15.4,875911,0.934006185,2992.555816,7.82492E-08,0.062734082,0.008360438,,,,,,,,,,
22/10/2021,Melaka,183,201,3185,7287,,,214.2,1115,31.2,875728,0.933811047,2974.188185,7.67964E-08,0.078178964,0.008321077,,,,,,,,,,
23/10/2021,Melaka,223,249,3158,6745,,,220.2,1310,-2.8,875505,0.933573257,2948.224344,7.96428E-08,0.051614946,0.007704125,,,,,,,,,,
24/10/2021,Melaka,262,163,3256,1764,,,220.6,885,-41.4,875243,0.933293879,3038.804871,7.74092E-08,0.118243243,0.00201544,,,,,,,,,,
25/10/2021,Melaka,177,385,3045,3193,,,229.8,1265,52.8,875066,0.93310514,2841.30515,8.62426E-08,0.071264368,0.003648868,,,,,,,,,,
26/10/2021,Melaka,253,217,3081,4173,,,224.2,780,-28.8,874813,0.932835359,2874.065742,8.31819E-08,0.051282051,0.004770162,,,,,,,,,,
27/10/2021,Melaka,156,158,3078,2955,,,229.8,1265,73.8,874657,0.932669013,2870.755221,8.53579E-08,0.077322937,0.003378467,,,,,,,,,,
28/10/2021,Melaka,253,238,3091,2016,,,222,1320,-31,874404,0.932399232,2882.046027,8.21376E-08,0.082821093,0.00230557,,,,,,,,,,
29/10/2021,Melaka,264,256,3098,1740,,,200,1115,-64,874140,0.932117722,2887.700704,7.38529E-08,0.081342802,0.001990528,,,,,,,,,,
30/10/2021,Melaka,223,252,3068,1788,,,205.4,1125,-17.6,873917,0.931879932,2859.007631,7.66081E-08,0.072033898,0.002045961,,,,,,,,,,
31/10/2021,Melaka,225,221,3071,208,,,200.6,920,-24.4,873692,0.931640009,2861.066466,7.4764E-08,0.054379681,0.00023807,,,,,,,,,,
01/11/2021,Melaka,184,167,3086,665,,,198.2,1070,14.2,873508,0.931443805,2874.435581,7.3526E-08,0.077770577,0.000761298,,,,,,,,,,
02/11/2021,Melaka,214,240,3060,560,,,185.8,770,-28.2,873294,0.931215611,2849.51977,6.95287E-08,0.039869281,0.00064125,,,,,,,,,,
03/11/2021,Melaka,154,122,3092,249,,,188.6,1250,34.6,873140,0.931051397,2878.810919,6.98583E-08,0.076972833,0.000285178,,,,,,,,,,
04/11/2021,Melaka,250,238,3104,149,,,178.6,1005,-71.4,872890,0.930784816,2889.156067,6.59174E-08,0.073131443,0.000170697,,,,,,,,,,
05/11/2021,Melaka,201,227,3077,476,,,163.4,860,-37.6,872689,0.930570484,2863.36538,6.08506E-08,0.071823204,0.000545441,,,,,,,,,,
06/11/2021,Melaka,172,221,3026,75,,,160.6,760,-11.4,872517,0.930387076,2815.351292,6.08279E-08,0.09914078,8.59582E-05,,,,,,,,,,
07/11/2021,Melaka,152,300,2878,13,,,190,840,38,872365,0.930224995,2677.187535,7.56771E-08,0.047255038,1.4902E-05,,,,,,,,,,
08/11/2021,Melaka,168,136,2909,468,,,196,1000,28,872197,0.930045852,2705.503383,7.72499E-08,0.0831901,0.000536576,,,,,,,,,,
09/11/2021,Melaka,200,242,2866,467,,,199.2,625,-0.8,871997,0.929832587,2664.900194,7.97073E-08,0.05722261,0.000535552,,,,,,,,,,
10/11/2021,Melaka,125,164,2827,537,,,206.2,790,81.2,871872,0.929699296,2628.25991,8.36585E-08,0.098691192,0.000615916,,,,,,,,,,
11/11/2021,Melaka,158,279,2704,509,,,197.8,1495,39.8,871714,0.929530817,2513.451329,8.39162E-08,0.094304734,0.000583907,,,,,,,,,,
12/11/2021,Melaka,299,255,2748,579,,,165.4,990,-133.6,871415,0.929211985,2553.474536,6.90707E-08,0.081149927,0.000664437,,,,,,,,,,
13/11/2021,Melaka,198,223,2723,13,,,187.2,1080,-10.8,871217,0.929000853,2529.669323,7.891E-08,0.072713918,1.49217E-05,,,,,,,,,,
14/11/2021,Melaka,216,198,2741,39,,,190.6,800,-25.4,871001,0.928770527,2545.760014,7.98353E-08,0.070047428,4.47761E-05,,,,,,,,,,
15/11/2021,Melaka,160,192,2708,556,,,197,580,37,870841,0.928599915,2514.648569,8.3537E-08,0.249261448,0.000638463,,,,,,,,,,
16/11/2021,Melaka,116,675,2145,493,,,202.2,685,86.2,870725,0.928476221,1991.581494,1.08261E-07,0.234498834,0.000566195,,,,,,,,,,
17/11/2021,Melaka,137,503,1775,483,,,233,1535,96,870588,0.928330134,1647.785988,1.5078E-07,0.273802817,0.000554797,,,,,,,,,,
18/11/2021,Melaka,307,486,1596,432,,,194,1165,-113,870281,0.928002772,1481.092425,1.39672E-07,0.114661654,0.000496391,,,,,,,,,,
19/11/2021,Melaka,233,183,1644,370,,,185.6,960,-47.4,870048,0.927754319,1525.2281,1.29758E-07,0.117396594,0.000425264,,,,,,,,,,
20/11/2021,Melaka,192,193,1641,31,,,205.4,710,13.4,869856,0.927549584,1522.108868,1.43895E-07,0.12797075,3.56381E-05,,,,,,,,,,
21/11/2021,Melaka,142,210,1572,19,,,222.8,1455,80.8,869714,0.927398166,1457.869917,1.62962E-07,0.124045802,2.18463E-05,,,,,,,,,,
22/11/2021,Melaka,291,195,1665,257,,,200,560,-91,869423,0.927087865,1543.601296,1.38161E-07,0.051051051,0.000295598,,,,,,,,,,
23/11/2021,Melaka,112,85,1692,184,,,209.4,955,97.4,869311,0.926968437,1568.430595,1.42364E-07,0.122340426,0.000211662,,,,,,,,,,
24/11/2021,Melaka,191,207,1676,112,,,206.2,1455,15.2,869120,0.926764769,1553.257752,1.41558E-07,0.133651551,0.000128866,,,,,,,,,,
25/11/2021,Melaka,291,224,1742,69,,,175.8,1145,-115.2,868829,0.926454468,1613.883683,1.16155E-07,0.039609644,7.94172E-05,,,,,,,,,,
26/11/2021,Melaka,229,69,1902,135,,,154.8,885,-74.2,868600,0.926210279,1761.651951,9.37002E-08,0.043112513,0.000155423,,,,,,,,,,
27/11/2021,Melaka,177,82,1995,12,,,169.2,795,-7.8,868423,0.92602154,1847.412972,9.76621E-08,0.044611529,1.38182E-05,,,,,,,,,,
28/11/2021,Melaka,159,89,2065,5,,,182.6,875,23.6,868264,0.925851994,1911.884368,1.01842E-07,0.047457627,5.75862E-06,,,,,,,,,,
29/11/2021,Melaka,175,98,2140,115,,,192.6,695,17.6,868089,0.925665387,1980.923928,1.03676E-07,0.039719626,0.000132475,,,,,,,,,,
30/11/2021,Melaka,139,85,2194,158,,,216.6,620,77.6,867950,0.925517168,2030.584666,1.13744E-07,0.256153145,0.000182038,,,,,,,,,,
01/12/2021,Melaka,124,562,1755,198,,,236.2,1245,112.2,867826,0.925384943,1624.050576,1.55085E-07,0.26039886,0.000228156,,,,,,,,,,
02/12/2021,Melaka,249,457,1547,120,,,222.6,1130,-26.4,867577,0.925119428,1431.159756,1.65854E-07,0.167420814,0.000138316,,,,,,,,,,
03/12/2021,Melaka,226,259,1513,122,,,203.2,1125,-22.8,867351,0.924878439,1399.341078,1.54842E-07,0.04957039,0.000140658,,,,,,,,,,
04/12/2021,Melaka,225,75,1660,26,,,232.8,1295,7.8,867126,0.924638516,1534.899936,1.61731E-07,0.122289157,2.99841E-05,,,,,,,,,,
05/12/2021,Melaka,259,203,1716,1,,,230.2,1110,-28.8,866867,0.924362337,1586.205771,1.54752E-07,0.064685315,1.15358E-06,,,,,,,,,,
06/12/2021,Melaka,222,111,1827,161,,,226.2,905,4.2,866645,0.924125613,1688.377495,1.42861E-07,0.192118227,0.000185774,,,,,,,,,,
07/12/2021,Melaka,181,351,1655,171,,,220,645,39,866464,0.923932608,1529.108467,1.53417E-07,0.053172205,0.000197354,,,,,,,,,,
08/12/2021,Melaka,129,88,1695,125,,,222.8,1865,93.8,866335,0.923795052,1565.832614,1.51726E-07,0.071976401,0.000144286,,,,,,,,,,
09/12/2021,Melaka,373,122,1946,138,,,180,1230,-193,865962,0.923397313,1796.931171,1.06815E-07,0.121788284,0.00015936,,,,,,,,,,
10/12/2021,Melaka,246,237,1954,190,,,149.8,1010,-96.2,865716,0.923134997,1803.805784,8.85547E-08,0.053224156,0.000219472,,,,,,,,,,
11/12/2021,Melaka,202,104,2052,9,,,137.2,750,-64.8,865514,0.922919599,1893.831017,7.72507E-08,0.057504873,1.03984E-05,,,,,,,,,,
12/12/2021,Melaka,150,118,2084,2,,,137.6,715,-12.4,865364,0.92275965,1923.031111,7.62995E-08,0.035508637,2.31117E-06,,,,,,,,,,
13/12/2021,Melaka,143,74,2153,154,,,163.4,795,20.4,865221,0.922607166,1986.373228,8.77164E-08,0.179284719,0.000177989,,,,,,,,,,
14/12/2021,Melaka,159,386,1926,93,,,167.4,475,8.4,865062,0.92243762,1776.614856,1.00474E-07,0.009345794,0.000107507,,,,,,,,,,
15/12/2021,Melaka,95,18,2002,123,,,166,695,71,864967,0.922336319,1846.517311,9.58616E-08,0.080919081,0.000142202,,,,,,,,,,
16/12/2021,Melaka,139,162,1979,107,,,162,760,23,864828,0.9221881,1825.01025,9.46541E-08,0.207680647,0.000123724,,,,,,,,,,
17/12/2021,Melaka,152,411,1719,194,,,145,1360,-7,864676,0.922026018,1584.962726,9.75526E-08,0.026759744,0.000224361,,,,,,,,,,
18/12/2021,Melaka,272,46,1944,20,,,120.6,895,-151.4,864404,0.921735978,1791.854741,7.17686E-08,0.020061728,2.31373E-05,,,,,,,,,,
19/12/2021,Melaka,179,39,2083,1,,,108.4,440,-70.6,864225,0.921545106,1919.578455,6.02162E-08,0.01200192,1.15711E-06,,,,,,,,,,
20/12/2021,Melaka,88,25,2146,338,,,112.4,595,24.4,864137,0.921451269,1977.434423,6.06114E-08,0.135135135,0.000391142,,,,,,,,,,
21/12/2021,Melaka,119,290,1975,308,,,114.6,335,-4.4,864018,0.921324376,1819.615643,6.71575E-08,0.019746835,0.000356474,,,,,,,,,,
22/12/2021,Melaka,67,39,2003,341,,,116.4,750,49.4,863951,0.921252932,1845.269624,6.7264E-08,0.177234149,0.000394698,,,,,,,,,,
